Database,Term,Adjusted_p_value,Gene_Count,Associated_Genes,Gene_Ratio,minus_log10_adjusted_p
KEGG,Chemokine signaling pathway,0.0484940481934408,2,STAT1;GNAI1,0.1,1.31431156027117
KEGG,Kaposi sarcoma-associated herpesvirus infection,0.0484940481934408,2,STAT1;FGF2,0.1,1.31431156027117
KEGG,Coronavirus disease - COVID-19,0.0491338679906162,2,EGFR;STAT1,0.1,1.3086190453327695
REAC,Regulation of APC/C activators between G1/S and early anaphase,3.2204750190726717e-10,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.35,9.492080065277197
REAC,APC/C:Cdc20 mediated degradation of mitotic proteins,3.2204750190726717e-10,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.35,9.492080065277197
REAC,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,3.2204750190726717e-10,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.35,9.492080065277197
REAC,Regulation of mitotic cell cycle,3.593443361518944e-10,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.35,9.44448919593695
REAC,APC/C-mediated degradation of cell cycle proteins,3.593443361518944e-10,7,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.35,9.44448919593695
REAC,"Cell Cycle, Mitotic",3.9303898138247255e-09,10,CDK1;CCNB1;BUB1B;CDC20;TOP2A;RRM2;CCNA2;UBE2C;CCNB2;MAD2L1,0.5,8.405564374408916
REAC,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,8.104558357866914e-09,6,CDK1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.3,8.091270646203158
REAC,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,8.104558357866914e-09,6,CDK1;BUB1B;CDC20;CCNA2;UBE2C;MAD2L1,0.3,8.091270646203158
REAC,Cell Cycle Checkpoints,1.5698592622208595e-08,8,CDK1;CCNB1;BUB1B;CDC20;CCNA2;UBE2C;CCNB2;MAD2L1,0.4,7.804139280317244
REAC,Generic Transcription Pathway,1.6389274488426666e-08,12,CDK1;EGFR;CCNB1;EZH2;STAT1;CAV1;RRM2;KIT;PPARG;CCNA2;UBE2C;FOXO1,0.6,7.785440271118139
REAC,Cell Cycle,1.7369829472931176e-08,10,CDK1;CCNB1;BUB1B;CDC20;TOP2A;RRM2;CCNA2;UBE2C;CCNB2;MAD2L1,0.5,7.760204445187244
REAC,RNA Polymerase II Transcription,4.250791887202436e-08,12,CDK1;EGFR;CCNB1;EZH2;STAT1;CAV1;RRM2;KIT;PPARG;CCNA2;UBE2C;FOXO1,0.6,7.371530156959966
REAC,Resolution of Sister Chromatid Cohesion,8.779812806697123e-08,6,CDK1;CCNB1;BUB1B;CDC20;CCNB2;MAD2L1,0.3,7.056514743534119
REAC,Mitotic Metaphase and Anaphase,8.779812806697123e-08,7,CDK1;CCNB1;BUB1B;CDC20;UBE2C;CCNB2;MAD2L1,0.35,7.056514743534119
REAC,Mitotic Anaphase,8.779812806697123e-08,7,CDK1;CCNB1;BUB1B;CDC20;UBE2C;CCNB2;MAD2L1,0.35,7.056514743534119
REAC,Gene expression (Transcription),1.51775820481916e-07,12,CDK1;EGFR;CCNB1;EZH2;STAT1;CAV1;RRM2;KIT;PPARG;CCNA2;UBE2C;FOXO1,0.6,6.818797410704689
REAC,Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components,1.9402620509847808e-07,4,BUB1B;CDC20;UBE2C;MAD2L1,0.2,6.712139610476506
REAC,Inactivation of APC/C via direct inhibition of the APC/C complex,1.9402620509847808e-07,4,BUB1B;CDC20;UBE2C;MAD2L1,0.2,6.712139610476506
REAC,Signal Transduction,2.477543577892793e-07,14,CDK1;EGFR;BUB1B;FN1;CDC20;EZH2;STAT1;CAV1;GNAI1;KIT;PPARG;FGF2;MAD2L1;FOXO1,0.7,6.605978697903463
REAC,APC/C:Cdc20 mediated degradation of Cyclin B,2.9461502818458626e-07,4,CDK1;CCNB1;CDC20;UBE2C,0.2,6.530745103755523
REAC,G2/M DNA replication checkpoint,2.9461502818458626e-07,3,CDK1;CCNB1;CCNB2,0.15,6.530745103755523
REAC,Cyclin A/B1/B2 associated events during G2/M transition,3.778981810138006e-07,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,6.422625198523765
REAC,APC-Cdc20 mediated degradation of Nek2A,3.778981810138006e-07,4,BUB1B;CDC20;UBE2C;MAD2L1,0.2,6.422625198523765
REAC,Phosphorylation of Emi1,5.001943762622528e-07,3,CDK1;CCNB1;CDC20,0.15,6.300861195396402
REAC,"Activation of NIMA Kinases NEK9, NEK6, NEK7",8.397074565034586e-07,3,CDK1;CCNB1;CCNB2,0.15,6.0758719903131295
REAC,Mitotic Prometaphase,9.370551627248882e-07,6,CDK1;CCNB1;BUB1B;CDC20;CCNB2;MAD2L1,0.3,6.028234842237234
REAC,M Phase,1.647086295161175e-06,7,CDK1;CCNB1;BUB1B;CDC20;UBE2C;CCNB2;MAD2L1,0.35,5.78328364640977
REAC,Condensation of Prometaphase Chromosomes,3.524078629810202e-06,3,CDK1;CCNB1;CCNB2,0.15,5.4529544101034295
REAC,PIP3 activates AKT signaling,3.999464886821113e-06,6,EGFR;EZH2;KIT;PPARG;FGF2;FOXO1,0.3,5.397998111733784
REAC,Diseases of signal transduction by growth factor receptors and second messengers,5.192679005246158e-06,7,EGFR;CCNB1;FN1;STAT1;KIT;FGF2;FOXO1,0.35,5.284608523266497
REAC,Golgi Cisternae Pericentriolar Stack Reorganization,5.336980170153679e-06,3,CDK1;CCNB1;CCNB2,0.15,5.272704410838689
REAC,Disease,5.336980170153679e-06,11,EGFR;CCNB1;FN1;EZH2;STAT1;CAV1;GNAI1;KIT;UBE2C;FGF2;FOXO1,0.55,5.272704410838689
REAC,Mitotic G1 phase and G1/S transition,7.453061850079464e-06,5,CDK1;CCNB1;TOP2A;RRM2;CCNA2,0.25,5.127665274712758
REAC,Intracellular signaling by second messengers,8.262239869501862e-06,6,EGFR;EZH2;KIT;PPARG;FGF2;FOXO1,0.3,5.082902200730913
REAC,MAPK family signaling cascades,9.062697042018003e-06,6,CDK1;EGFR;FN1;KIT;FGF2;FOXO1,0.3,5.042742537846513
REAC,Initiation of Nuclear Envelope (NE) Reformation,9.268401823039648e-06,3,CDK1;CCNB1;CCNB2,0.15,5.032995146035934
REAC,Phosphorylation of the APC/C,1.8303839269094787e-05,3,CDK1;CCNB1;UBE2C,0.15,4.737457806526257
REAC,G0 and Early G1,3.582473624203104e-05,3,CDK1;TOP2A;CCNA2,0.15,4.445816998391948
REAC,PI3K/AKT Signaling in Cancer,3.63274239368621e-05,4,EGFR;KIT;FGF2;FOXO1,0.2,4.439765397889341
REAC,Interleukin-4 and Interleukin-13 signaling,5.838473177079595e-05,4,FN1;STAT1;FGF2;FOXO1,0.2,4.2337007106725775
REAC,Mitotic Spindle Checkpoint,6.727536205412207e-05,4,BUB1B;CDC20;UBE2C;MAD2L1,0.2,4.172143956326241
REAC,REACTOME root term,6.727536205412207e-05,20,CDK1;EGFR;CCNB1;BUB1B;FN1;CDC20;EZH2;STAT1;TOP2A;CAV1;RRM2;GNAI1;KIT;PPARG;CCNA2;UBE2C;FGF2;CCNB2;MAD2L1;FOXO1,1.0,4.172143956326241
REAC,Nuclear Pore Complex (NPC) Disassembly,7.465935544754811e-05,3,CDK1;CCNB1;CCNB2,0.15,4.126915763763873
REAC,MAPK1/MAPK3 signaling,8.946989968340295e-05,5,CDK1;EGFR;FN1;KIT;FGF2,0.25,4.048323049601698
REAC,G1/S Transition,0.0001277948919852,4,CDK1;CCNB1;RRM2;CCNA2,0.2,3.8934865047610416
REAC,Signaling by Receptor Tyrosine Kinases,0.0001321008828613,6,EGFR;FN1;STAT1;CAV1;KIT;FGF2,0.3,3.879094279883388
REAC,Nuclear Envelope Breakdown,0.0001967312980201,3,CDK1;CCNB1;CCNB2,0.15,3.706126542591345
REAC,TP53 Regulates Transcription of Cell Cycle Genes,0.0001967312980201,3,CDK1;CCNB1;CCNA2,0.15,3.706126542591345
REAC,E2F-enabled inhibition of pre-replication complex formation,0.0004144324515869,2,CDK1;CCNB1,0.1,3.3825462450742694
REAC,Separation of Sister Chromatids,0.0004144324515869,4,BUB1B;CDC20;UBE2C;MAD2L1,0.2,3.3825462450742694
REAC,Nuclear Envelope (NE) Reassembly,0.0004271188215502,3,CDK1;CCNB1;CCNB2,0.15,3.369451290396424
REAC,G2/M Transition,0.0004311000574596,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,3.365421919260676
REAC,Mitotic G2-G2/M phases,0.0004414793526166,4,CDK1;CCNB1;CCNA2;CCNB2,0.2,3.355089602968281
REAC,Constitutive Signaling by Aberrant PI3K in Cancer,0.0004437358665589,3,EGFR;KIT;FGF2,0.15,3.352875466439828
REAC,MASTL Facilitates Mitotic Progression,0.0004706195315113,2,CDK1;CCNB1,0.1,3.32733005282596
REAC,The role of GTSE1 in G2/M progression after G2 checkpoint,0.0005596983614545,3,CDK1;CCNB1;CCNB2,0.15,3.2520459645105886
REAC,Extra-nuclear estrogen signaling,0.0005737155708854,3,EGFR;CAV1;GNAI1,0.15,3.241303363020005
REAC,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,0.000653632793445,2,EGFR;KIT,0.1,3.1846661669178995
REAC,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.0007462084235252,2,CDK1;CCNB1,0.1,3.127139852762519
REAC,Depolymerization of the Nuclear Lamina,0.0007462084235252,2,CDK1;CCNB1,0.1,3.127139852762519
REAC,Regulation of PLK1 Activity at G2/M Transition,0.0008285458660498,3,CDK1;CCNB1;CCNB2,0.15,3.0816834452156443
REAC,Polo-like kinase mediated events,0.0008285458660498,2,CCNB1;CCNB2,0.1,3.0816834452156443
REAC,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,0.0008285458660498,2,CDK1;CCNA2,0.1,3.0816834452156443
REAC,Signaling by ALK fusions and activated point mutants,0.0009220816251826,3,CCNB1;FN1;STAT1,0.15,3.0352306323115177
REAC,Signaling by ALK in cancer,0.0009220816251826,3,CCNB1;FN1;STAT1,0.15,3.0352306323115177
REAC,Amplification of signal from the kinetochores,0.0009747481581676,3,BUB1B;CDC20;MAD2L1,0.15,3.011107576758973
REAC,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.0009747481581676,3,BUB1B;CDC20;MAD2L1,0.15,3.011107576758973
REAC,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.0009747481581676,3,EGFR;KIT;FGF2,0.15,3.011107576758973
REAC,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",0.0010865816777448,2,STAT1;KIT,0.1,2.963937622439969
REAC,FOXO-mediated transcription of cell cycle genes,0.0010865816777448,2,CAV1;FOXO1,0.1,2.963937622439969
REAC,RAF/MAP kinase cascade,0.0010865816777448,4,EGFR;FN1;KIT;FGF2,0.2,2.963937622439969
REAC,Signaling by KIT in disease,0.0010865816777448,2,STAT1;KIT,0.1,2.963937622439969
REAC,Negative regulation of the PI3K/AKT network,0.0011336788161229,3,EGFR;KIT;FGF2,0.15,2.94550996849682
REAC,Developmental Biology,0.0011455430580773,7,EGFR;CCNB1;EZH2;KIT;PPARG;FGF2;FOXO1,0.35,2.940988582132406
REAC,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,0.001166921600591,2,CDK1;CCNB1,0.1,2.932958320967874
REAC,Mitotic Prophase,0.001300384241934,3,CDK1;CCNB1;CCNB2,0.15,2.8859283019277933
REAC,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,0.0014095236474513,2,CDC20;UBE2C,0.1,2.8509276336118345
REAC,EML4 and NUDC in mitotic spindle formation,0.0014178523973528,3,BUB1B;CDC20;MAD2L1,0.15,2.848368978145688
REAC,Transcriptional regulation by RUNX2,0.0016440662843916,3,CDK1;CCNB1;STAT1,0.15,2.784080676841458
REAC,E2F mediated regulation of DNA replication,0.0018027565925418,2,CDK1;CCNB1,0.1,2.744062907582705
REAC,FGFR1 mutant receptor activation,0.0021083412473639,2,STAT1;FGF2,0.1,2.6760590946678304
REAC,G1/S-Specific Transcription,0.0022009380566543,2,CDK1;RRM2,0.1,2.6573921800871543
REAC,RHO GTPases Activate Formins,0.0022009380566543,3,BUB1B;CDC20;MAD2L1,0.15,2.6573921800871543
REAC,Syndecan interactions,0.0022009380566543,2,FN1;FGF2,0.1,2.6573921800871543
REAC,Post-translational protein modification,0.0025088138193687,7,CDK1;FN1;CDC20;TOP2A;PPARG;CCNA2;UBE2C,0.35,2.600531566752728
REAC,Signaling by FGFR1 in disease,0.0030651647556326,2,STAT1;FGF2,0.1,2.5135461767608804
REAC,G2/M Checkpoints,0.0032252885008554,3,CDK1;CCNB1;CCNB2,0.15,2.4914314318114674
REAC,Transcriptional Regulation by E2F6,0.0033966351193829,2,EZH2;RRM2,0.1,2.46895110433684
REAC,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,0.0035659042843359,2,EGFR;KIT,0.1,2.447830318295446
REAC,Regulation of TP53 Degradation,0.0039545153960805,2,CDK1;CCNA2,0.1,2.40290672928464
REAC,Regulation of TP53 Expression and Degradation,0.0040867761887381,2,CDK1;CCNA2,0.1,2.3886191456643653
REAC,Cellular Senescence,0.0040867761887381,3,EZH2;CCNA2;UBE2C,0.15,2.3886191456643653
REAC,Signaling by SCF-KIT,0.0042644798250459,2,STAT1;KIT,0.1,2.3701339358656623
REAC,Condensation of Prophase Chromosomes,0.0048593896058417,2,CDK1;CCNB1,0.1,2.31341827959845
REAC,Cytokine Signaling in Immune system,0.0048593896058417,5,CDK1;FN1;STAT1;FGF2;FOXO1,0.25,2.31341827959845
REAC,Nilotinib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Sunitinib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Imatinib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,GPER1 signaling,0.004921038471684,2,FN1;GNAI1,0.1,2.307943239726179
REAC,Masitinib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,KIT mutants bind TKIs,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Regorafenib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Drug resistance of KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Dasatinib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Sorafenib-resistant KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Signaling by kinase domain mutants of KIT,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Signaling by juxtamembrane domain KIT mutants,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,Signaling by extracellular domain mutants of KIT,0.004921038471684,1,KIT,0.05,2.307943239726179
REAC,ESR-mediated signaling,0.0049331973201415,3,EGFR;CAV1;GNAI1,0.15,2.306871513093545
REAC,Signaling by Interleukins,0.0055950198112768,4,FN1;STAT1;FGF2;FOXO1,0.2,2.252198371349575
REAC,Signaling by NOTCH3,0.0056934157176962,2,EGFR;STAT1,0.1,2.2446271040314256
REAC,Signaling by FGFR in disease,0.0071286104517971,2,STAT1;FGF2,0.1,2.1469951169825223
REAC,Non-integrin membrane-ECM interactions,0.0078638667468415,2,FN1;FGF2,0.1,2.1043638542300576
REAC,Regulation of PTEN gene transcription,0.0080676901132387,2,EZH2;PPARG,0.1,2.0932507917551444
REAC,FOXO-mediated transcription,0.0091237430282909,2,CAV1;FOXO1,0.1,2.0398269551979844
REAC,PKR-mediated signaling,0.0096296621672024,2,CDK1;STAT1,0.1,2.016388948752244
REAC,APC/C:Cdc20 mediated degradation of Securin,0.0098436368738574,2,CDC20;UBE2C,0.1,2.0068444155491534
REAC,Signaling by Nuclear Receptors,0.0105678181450608,3,EGFR;CAV1;GNAI1,0.15,1.9760146688299525
REAC,Deubiquitination,0.0108431174697296,3,CDK1;CDC20;CCNA2,0.15,1.9648458372390785
REAC,CDK-mediated phosphorylation and removal of Cdc6,0.0110353230999635,2,CCNA2;UBE2C,0.1,1.9572149467363955
REAC,Infectious disease,0.0110353230999635,5,EGFR;EZH2;STAT1;CAV1;GNAI1,0.25,1.9572149467363955
REAC,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,0.0112316238412166,2,CDC20;UBE2C,0.1,1.9495574499453503
REAC,Immune System,0.0122174943753058,7,CDK1;FN1;CDC20;STAT1;UBE2C;FGF2;FOXO1,0.35,1.9130178522403845
REAC,Metabolism of proteins,0.0125719208654453,7,CDK1;FN1;CDC20;TOP2A;PPARG;CCNA2;UBE2C,0.35,1.9005983613331536
REAC,MECP2 regulates transcription factors,0.0125719208654453,1,PPARG,0.05,1.9005983613331536
REAC,TGFBR3 regulates FGF2 signaling,0.0125719208654453,1,FGF2,0.05,1.9005983613331536
REAC,G2/M DNA damage checkpoint,0.0126515855086163,2,CDK1;CCNB1,0.1,1.8978550448838385
REAC,RHO GTPase Effectors,0.0133223560234147,3,BUB1B;CDC20;MAD2L1,0.15,1.8754189645435613
REAC,Senescence-Associated Secretory Phenotype (SASP),0.013753994250136,2,CCNA2;UBE2C,0.1,1.861571161550978
REAC,MAPK6/MAPK4 signaling,0.0146540308328261,2,CDK1;FOXO1,0.1,1.8340428990183757
REAC,PLCG1 events in ERBB2 signaling,0.0159401976495891,1,EGFR,0.05,1.7975062978963856
REAC,AKT-mediated inactivation of FOXO1A,0.0159401976495891,1,FOXO1,0.05,1.7975062978963856
REAC,Switching of origins to a post-replicative state,0.0160348022054363,2,CCNA2;UBE2C,0.1,1.794936392867898
REAC,HCMV Early Events,0.0169772307819224,2,EGFR;EZH2,0.1,1.7701331476733233
REAC,Fibronectin matrix formation,0.0191875154268529,1,FN1,0.05,1.7169812580037846
REAC,G2 Phase,0.0191875154268529,1,CCNA2,0.05,1.7169812580037846
REAC,NOSTRIN mediated eNOS trafficking,0.0191875154268529,1,CAV1,0.05,1.7169812580037846
REAC,Signaling by Rho GTPases,0.0193076484510564,4,BUB1B;CDC20;CAV1;MAD2L1,0.2,1.7142706173091289
REAC,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0207765394022768,4,BUB1B;CDC20;CAV1;MAD2L1,0.2,1.68242678804224
REAC,Transcriptional Regulation by TP53,0.0214162498210814,3,CDK1;CCNB1;CCNA2,0.15,1.669256575735751
REAC,FGFR1b ligand binding and activation,0.0222020925225164,1,FGF2,0.05,1.6536060918486633
REAC,PTK6 promotes HIF1A stabilization,0.0222020925225164,1,EGFR,0.05,1.6536060918486633
REAC,HCMV Infection,0.0241097373120855,2,EGFR;EZH2,0.1,1.617807521457187
REAC,Synthesis of DNA,0.0248678501440618,2,CCNA2;UBE2C,0.1,1.6043617583942429
REAC,Viral Infection Pathways,0.0248678501440618,4,EGFR;EZH2;STAT1;CAV1,0.2,1.6043617583942429
REAC,Signaling by Overexpressed Wild-Type EGFR in Cancer,0.0248678501440618,1,EGFR,0.05,1.6043617583942429
REAC,Signaling by activated point mutants of FGFR1,0.0248678501440618,1,FGF2,0.05,1.6043617583942429
REAC,Inhibition of Signaling by Overexpressed EGFR,0.0248678501440618,1,EGFR,0.05,1.6043617583942429
REAC,EGFR Transactivation by Gastrin,0.0248678501440618,1,EGFR,0.05,1.6043617583942429
REAC,MITF-M-regulated melanocyte development,0.0253737174493064,2,CCNB1;KIT,0.1,1.5956159005571946
REAC,G alpha (s) signalling events,0.0262436661675459,2,FN1;GNAI1,0.1,1.5809754953208794
REAC,FGFR3 ligand binding and activation,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,FGFR2c ligand binding and activation,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,FGFR2b ligand binding and activation,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,Formation of intermediate mesoderm,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,Phospholipase C-mediated cascade; FGFR3,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,Signaling by activated point mutants of FGFR3,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,FGFR3 mutant receptor activation,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,EGFR interacts with phospholipase C-gamma,0.0262436661675459,1,EGFR,0.05,1.5809754953208794
REAC,FGFR3c ligand binding and activation,0.0262436661675459,1,FGF2,0.05,1.5809754953208794
REAC,Cell surface interactions at the vascular wall,0.027772174749034,2,FN1;CAV1,0.1,1.5563901107241962
REAC,FGFR1c ligand binding and activation,0.027772174749034,1,FGF2,0.05,1.5563901107241962
REAC,Antimicrobial mechanism of IFN-stimulated genes,0.027772174749034,2,CDK1;STAT1,0.1,1.5563901107241962
REAC,AKT phosphorylates targets in the nucleus,0.027772174749034,1,FOXO1,0.05,1.5563901107241962
REAC,FGFRL1 modulation of FGFR1 signaling,0.027772174749034,1,FGF2,0.05,1.5563901107241962
REAC,Phospholipase C-mediated cascade: FGFR1,0.027772174749034,1,FGF2,0.05,1.5563901107241962
REAC,Interleukin-9 signaling,0.027772174749034,1,STAT1,0.05,1.5563901107241962
REAC,Interleukin-21 signaling,0.027772174749034,1,STAT1,0.05,1.5563901107241962
REAC,PTEN Regulation,0.027772174749034,2,EZH2;PPARG,0.1,1.5563901107241962
REAC,MAPK3 (ERK1) activation,0.027772174749034,1,CDK1,0.05,1.5563901107241962
REAC,eNOS activation,0.0292903867157832,1,CAV1,0.05,1.5332748943674952
REAC,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.0292903867157832,1,FGF2,0.05,1.5332748943674952
REAC,FGFR4 ligand binding and activation,0.0292903867157832,1,FGF2,0.05,1.5332748943674952
REAC,Signaling by PDGFRA extracellular domain mutants,0.0292903867157832,1,STAT1,0.05,1.5332748943674952
REAC,GRB2 events in EGFR signaling,0.0292903867157832,1,EGFR,0.05,1.5332748943674952
REAC,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",0.0292903867157832,1,STAT1,0.05,1.5332748943674952
REAC,SHC-mediated cascade:FGFR3,0.0292903867157832,1,FGF2,0.05,1.5332748943674952
REAC,ERBB2 Activates PTK6 Signaling,0.0292903867157832,1,EGFR,0.05,1.5332748943674952
REAC,Regulation of FOXO transcriptional activity by acetylation,0.0292903867157832,1,FOXO1,0.05,1.5332748943674952
REAC,SHC1 events in EGFR signaling,0.0309898695055093,1,EGFR,0.05,1.508780252516979
REAC,FGFR1 ligand binding and activation,0.0309898695055093,1,FGF2,0.05,1.508780252516979
REAC,Interleukin-27 signaling,0.0309898695055093,1,STAT1,0.05,1.508780252516979
REAC,Phospholipase C-mediated cascade; FGFR4,0.0309898695055093,1,FGF2,0.05,1.508780252516979
REAC,Interleukin-6 signaling,0.0309898695055093,1,STAT1,0.05,1.508780252516979
REAC,ERBB2 Regulates Cell Motility,0.0309898695055093,1,EGFR,0.05,1.508780252516979
REAC,SHC-mediated cascade:FGFR1,0.0309898695055093,1,FGF2,0.05,1.508780252516979
REAC,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,0.0317408071782724,1,CAV1,0.05,1.4983820332014517
REAC,PI3K events in ERBB2 signaling,0.0317408071782724,1,EGFR,0.05,1.4983820332014517
REAC,Interleukin-35 Signalling,0.0317408071782724,1,STAT1,0.05,1.4983820332014517
REAC,Regulation of TP53 Activity,0.0317408071782724,2,CDK1;CCNA2,0.1,1.4983820332014517
REAC,Regulation of localization of FOXO transcription factors,0.0317408071782724,1,FOXO1,0.05,1.4983820332014517
REAC,Phospholipase C-mediated cascade; FGFR2,0.0317408071782724,1,FGF2,0.05,1.4983820332014517
REAC,Regulation of gene expression in beta cells,0.0317408071782724,1,FOXO1,0.05,1.4983820332014517
REAC,Activated point mutants of FGFR2,0.0317408071782724,1,FGF2,0.05,1.4983820332014517
REAC,ALK mutants bind TKIs,0.0317408071782724,1,FN1,0.05,1.4983820332014517
REAC,DNA Replication,0.0317408071782724,2,CCNA2;UBE2C,0.1,1.4983820332014517
REAC,GRB2 events in ERBB2 signaling,0.0317408071782724,1,EGFR,0.05,1.4983820332014517
REAC,PI-3K cascade:FGFR3,0.0317408071782724,1,FGF2,0.05,1.4983820332014517
REAC,S Phase,0.0323649407711528,2,CCNA2;UBE2C,0.1,1.489925183417719
REAC,SUMO E3 ligases SUMOylate target proteins,0.0325908943185748,2,TOP2A;PPARG,0.1,1.4869037220051498
REAC,PI-3K cascade:FGFR1,0.033032388823407,1,FGF2,0.05,1.4810600180339883
REAC,FRS-mediated FGFR3 signaling,0.033032388823407,1,FGF2,0.05,1.4810600180339883
REAC,SHC-mediated cascade:FGFR4,0.033032388823407,1,FGF2,0.05,1.4810600180339883
REAC,Constitutive Signaling by EGFRvIII,0.033032388823407,1,EGFR,0.05,1.4810600180339883
REAC,Regulation of KIT signaling,0.033032388823407,1,KIT,0.05,1.4810600180339883
REAC,Signaling by EGFRvIII in Cancer,0.033032388823407,1,EGFR,0.05,1.4810600180339883
REAC,SUMOylation,0.0337781035446886,2,TOP2A;PPARG,0.1,1.4713647373344991
REAC,Signaling by ERBB2 ECD mutants,0.0340655495445958,1,EGFR,0.05,1.4676846006403188
REAC,FGFR2 ligand binding and activation,0.0340655495445958,1,FGF2,0.05,1.4676846006403188
REAC,Metabolism of nitric oxide: NOS3 activation and regulation,0.0340655495445958,1,CAV1,0.05,1.4676846006403188
REAC,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,0.0340655495445958,1,CCNA2,0.05,1.4676846006403188
REAC,GRB2:SOS provides linkage to MAPK signaling for Integrins ,0.0340655495445958,1,FN1,0.05,1.4676846006403188
REAC,Adenylate cyclase inhibitory pathway,0.0340655495445958,1,GNAI1,0.05,1.4676846006403188
REAC,SHC-mediated cascade:FGFR2,0.0340655495445958,1,FGF2,0.05,1.4676846006403188
REAC,FRS-mediated FGFR1 signaling,0.0340655495445958,1,FGF2,0.05,1.4676846006403188
REAC,SARS-CoV-2-host interactions,0.0342503394626913,2,STAT1;CAV1,0.1,1.4653351197615383
REAC,Ub-specific processing proteases,0.0351701505793863,2,CDC20;CCNA2,0.1,1.4538257722671746
REAC,GAB1 signalosome,0.0351701505793863,1,EGFR,0.05,1.4538257722671746
REAC,Gastrin-CREB signalling pathway via PKC and MAPK,0.0351701505793863,1,EGFR,0.05,1.4538257722671746
REAC,p130Cas linkage to MAPK signaling for integrins,0.0351701505793863,1,FN1,0.05,1.4538257722671746
REAC,PI-3K cascade:FGFR4,0.0351701505793863,1,FGF2,0.05,1.4538257722671746
REAC,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,0.0351701505793863,1,CAV1,0.05,1.4538257722671746
REAC,FOXO-mediated transcription of cell death genes,0.0351701505793863,1,FOXO1,0.05,1.4538257722671746
REAC,PI-3K cascade:FGFR2,0.0366720349688152,1,FGF2,0.05,1.4356649899246978
REAC,Signaling by cytosolic FGFR1 fusion mutants,0.0366720349688152,1,STAT1,0.05,1.4356649899246978
REAC,Signaling by FGFR3 in disease,0.0366720349688152,1,FGF2,0.05,1.4356649899246978
REAC,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,0.0366720349688152,1,CCNB1,0.05,1.4356649899246978
REAC,FRS-mediated FGFR4 signaling,0.0366720349688152,1,FGF2,0.05,1.4356649899246978
